trade_id,date,strategy,position_size,pnl,running_balance
366,2026-03-09,calibration,131.9124,0.0,659.5622
367,2026-03-09,calibration,131.9124,0.0,659.5622
368,2026-03-09,calibration,131.9124,0.0,659.5622
369,2026-03-09,calibration,131.9124,0.0,659.5622
370,2026-03-10,calibration,131.9124,0.0,659.5622
371,2026-03-11,calibration,131.9124,0.0,659.5622
372,2026-03-10,calibration,131.9124,0.0,659.5622
373,2026-03-10,calibration,131.9124,0.0,659.5622
374,2026-03-10,calibration,131.9124,0.0,659.5622
375,2026-03-10,calibration,131.9124,131.8597,791.4219
376,2026-03-10,calibration,158.2844,158.2211,949.643
377,2026-03-10,calibration,189.9286,184.6486,1134.2916
378,2026-03-10,calibration,226.8583,181.4044,1315.696
379,2026-03-10,calibration,263.1392,210.416,1526.1119
380,2026-03-10,calibration,139.2776,36.8577,1562.9697
385,2026-03-10,calibration,142.6414,37.7479,1600.7176
381,2026-03-11,calibration,320.1435,95.3871,1696.1047
387,2026-03-11,calibration,339.2209,101.0712,1797.1759
382,2026-03-12,calibration,359.4352,185.1713,1982.3472
394,2026-03-11,calibration,396.4694,204.2503,2186.5975
383,2026-03-11,calibration,437.3195,199.2888,2385.8863
384,2026-03-10,calibration,477.1773,62.3446,2448.2309
386,2026-03-13,calibration,489.6462,0.0,2448.2309
388,2026-03-11,calibration,489.6462,-122.4115,2325.8193
390,2026-03-11,calibration,465.1639,-196.216,2129.6034
391,2026-03-13,calibration,425.9207,0.0,2129.6034
392,2026-03-13,calibration,425.9207,0.0,2129.6034
393,2026-03-11,calibration,425.9207,-118.9915,2010.6119
395,2026-03-13,calibration,402.1224,11.4655,2022.0774
396,2026-03-14,calibration,404.4155,-46.7664,1975.311
397,2026-03-13,calibration,151.9108,47.5883,2022.8993
398,2026-03-13,calibration,155.5706,70.8463,2093.7456
399,2026-03-13,calibration,418.7491,307.5039,2401.2495
400,2026-03-13,calibration,480.2499,613.7088,3014.9583
401,2026-03-13,calibration,602.9917,-46.1322,2968.8261
403,2026-03-13,calibration,593.7652,107.6352,3076.4613
776,2026-03-14,calibration,615.2923,-83.3435,2993.1178
777,2026-03-14,calibration,598.6236,85.5394,3078.6572
778,2026-03-14,calibration,615.7314,217.3207,3295.9779
779,2026-03-14,calibration,659.1956,519.6196,3815.5975
